ID,Nom de la filiale,Pays,Région,Secteur d'activité,Type de production,Volume de production,Coût de production,Prix de vente,Revenu,Dépenses,Profit,Nombre d'employés,Taux d'accidents,Investissements en RD,Emissions de CO2,Efficacité énergétique,Date de création de la filiale,Date de dernier rapport financier,Note ESG,Statut légal,Part de marché
912,Williams-Leon,Thailand,Jeffreyville,Exploration,Gaz,7052,237580.77587752,561836.9871857762,321492.0147833201,131151.80037163035,104986.60189468326,4519,8.435559101573531,376356.3230774841,7692.829717921791,50.18143706685998,2014-09-07,2023-04-16,54.64,Publique,31.75
913,"Ferguson, Warner and Lopez",Equatorial Guinea,South Victor,Renouvelables,Solaire,8659,203075.0440697711,410911.8141536092,978495.957837037,445204.77491066704,185620.4326589744,3164,5.725101135514752,55395.321408186544,3495.12898774938,43.72357231655309,1994-08-24,2023-07-17,55.05,Privée,82.9
914,Brock Group,Cuba,East Phillip,Raffinage,Solaire,8938,284796.4186225852,168614.98336997212,802082.5759213554,72264.41120858197,60211.24202358589,2980,8.333430360283122,451228.6714669053,5681.680596074948,75.75483986175212,2007-02-19,2023-05-26,37.5,Partenariat,67.94
915,"Peterson, Chan and Russell",United States of America,Calderonstad,Production,Éolien,7090,162210.86987877113,201305.39200078452,280522.3297891796,67233.76677017304,58407.37739150219,4740,7.465249990366239,226032.5523828245,8868.1788943261,82.5002073166641,2015-06-16,2024-01-01,66.17,Publique,79.13
916,Rivera LLC,Myanmar,East Ronnieview,Raffinage,Gaz,2719,344314.3487219055,67151.07851143164,636675.0915792547,165018.79777198329,491498.0840322784,4563,6.6560815686946135,228253.30154020336,6958.404055363521,77.55518765440105,2006-04-12,2023-10-03,12.44,Partenariat,61.31
917,Sweeney LLC,Samoa,Port Travischester,Renouvelables,Gaz,1886,273407.33536762465,300701.26938895875,167189.98433436442,300076.1915206306,6008.763026208966,1526,4.532083977202984,484079.607571618,9449.656237517062,68.22295584063858,2013-10-12,2023-10-09,57.03,Publique,4.43
918,"Navarro, Winters and Carson",Monaco,North Kim,Production,Gaz,9437,357257.1825004647,542506.4892333793,555001.3208415594,232962.96627327928,-38169.66904337385,2523,9.816433034580776,388657.7883387382,8195.335406731967,73.57900273488895,2002-01-23,2023-04-11,85.31,Privée,38.92
919,Turner Inc,Mali,Lake Cynthiashire,Distribution,Éolien,4086,389148.0480285605,463208.32730353385,283538.6368072879,321011.4680066227,433987.2159364663,4091,7.516337690773509,219394.92100196105,8276.265790570014,81.65505097445524,2007-09-29,2023-02-04,18.34,Privée,28.07
920,Wilson-Sloan,French Guiana,Barberfurt,Renouvelables,Éolien,8318,431170.7930822272,498410.1380653944,924046.5832465168,51223.302529640605,18082.19165504891,4750,5.274180093150145,451426.5161096857,592.1117565711828,45.88874485056025,2005-01-17,2023-04-11,65.27,Publique,38.27
921,Willis-Young,Iceland,Richside,Production,Éolien,3089,413566.9752165831,100595.92337827364,706704.3597386085,400580.9413638799,470184.4532545335,4744,1.6909837564946095,361888.6941145859,1378.512016856817,74.2213469662016,2013-09-21,2023-06-18,22.21,Privée,8.02
922,Garcia-Fuentes,Cuba,New Hollyberg,Renouvelables,Pétrole,6135,90550.99367258184,375179.9507984984,568514.9268689256,158893.43076520192,211063.74502250188,543,4.839098539341374,58135.52410715341,4837.449033796655,19.417887724443656,2012-07-24,2023-05-05,51.64,Publique,55.5
923,Long-Kelly,Israel,South Ashley,Exploration,Solaire,9526,306835.07941089745,367604.5013659296,533366.4974394789,73200.75780269905,-30690.136445551423,2717,9.84906672309202,490114.089511253,8370.605732049535,78.94583007425634,2018-09-15,2023-05-20,20.33,Partenariat,28.55
924,Foster-Hanson,Taiwan,Wrightfort,Renouvelables,Gaz,3301,479046.6229797986,379787.177621267,399635.1931312815,92069.75562077267,120747.24558526864,68,5.852612013190307,443056.7150909205,1660.1349495984512,98.78450104881448,2018-10-27,2023-05-12,80.11,Partenariat,91.69
925,Williams Ltd,Chile,New Jeremytown,Raffinage,Éolien,3943,128708.1282470824,90449.23163287218,708228.046793145,419478.6734726126,330975.2087456801,4957,8.984347623974335,397600.6593451696,8601.793175778263,92.94924660815371,1996-10-26,2023-12-25,28.63,Privée,93.37
926,Cain-Franklin,Yemen,New Adamberg,Renouvelables,Hydroélectrique,9257,466689.1893432175,177855.10121202382,637687.3447655727,422015.9811288502,452238.9579682242,577,9.482680137267076,344209.0840553886,8326.587663607304,23.792521238143543,2002-05-07,2023-05-07,93.3,Privée,57.12
927,"Bishop, Dominguez and Dickerson",Paraguay,East Roberttown,Distribution,Solaire,5718,405606.4687567144,173722.48531585807,530560.3102528579,496233.64663320006,290397.1518216163,2702,0.7985998928524563,220104.2961580783,9829.147424541688,93.4856931272318,2020-01-10,2023-12-31,66.44,Publique,49.65
928,Morris-Henson,France,Lake Andreaton,Distribution,Éolien,9994,132531.9914042697,397874.7143010677,109658.24448837008,81343.04408289229,4902.9532133854445,789,9.112550816255675,93466.0109231692,8820.519054959377,45.45755271839182,2000-12-04,2023-04-17,34.57,Partenariat,16.8
929,Taylor Ltd,United States of America,Dixonshire,Renouvelables,Hydroélectrique,4347,306586.53630639147,352464.66360497026,349993.9348249906,348173.8473870051,346254.98451789893,2657,3.783976697447189,337293.8190082718,2872.44518372219,81.578789838636,2021-05-20,2023-07-21,9.15,Partenariat,82.1
930,"Brooks, Henderson and Sanders",Saint Kitts and Nevis,Farmerton,Production,Solaire,5159,418669.5905755825,467374.1563558384,795115.2721005584,499147.7759047418,-28240.663785749344,3073,1.3944866141310874,17912.107973177033,1631.7546571942582,19.393610399531315,2008-08-22,2023-06-14,70.06,Partenariat,2.34
931,Allen Group,Togo,Janetborough,Renouvelables,Gaz,6398,395309.376085141,469618.0368701135,660804.7817988886,192226.88764302075,103528.88003121655,3588,9.488323753296866,273091.7434534778,2321.4802890506107,67.05806858226313,1994-08-17,2023-01-15,19.62,Privée,0.18
932,Hammond-Thompson,French Southern Territories,South Andrewland,Renouvelables,Éolien,9213,178099.16719274543,493813.5161397876,306314.1926429492,432520.94129032735,411935.03623282525,613,7.23080900657477,250210.13760840977,3532.0772255967904,55.90555983641888,2008-05-25,2023-02-15,28.43,Privée,88.56
933,Wade-Gordon,Holy See (Vatican City State),South Robert,Distribution,Solaire,2288,341155.1579949623,551205.6867093346,974661.2993744004,111349.96731333596,238805.75330704488,1675,1.1923853106786575,397843.53268724703,4737.383558511189,55.15357464612703,1998-11-01,2023-12-15,11.24,Partenariat,96.96
934,Wheeler-Walker,Tajikistan,Jacksonmouth,Exploration,Hydroélectrique,207,447800.29573991016,432318.1941785838,671398.4235698958,210569.6363959547,18864.4953391803,893,0.8686661106423366,19882.865170650257,6364.661748267416,36.62559553985501,2013-09-19,2023-04-14,42.45,Publique,78.85
935,Booth-Guerra,Cocos (Keeling) Islands,Josephtown,Production,Éolien,2777,288943.2703594378,159477.52347580605,193112.6588479427,471412.2112044297,333487.804186044,1116,4.646030497122924,355334.71641249687,3618.1698360561127,72.69596525920245,2011-12-04,2023-06-09,2.03,Privée,11.69
936,Riddle-Benjamin,Ghana,Youngstad,Exploration,Solaire,5122,124577.33238076782,60355.66110680145,720844.2515835434,227226.2696151279,153754.1397127789,1090,1.8339987627684065,253706.1496274415,6145.888338506025,54.7484789937021,2022-10-15,2023-10-04,93.33,Privée,75.0
937,Riley and Sons,San Marino,New Margaret,Renouvelables,Pétrole,2662,190329.85766510357,244426.90966757125,141839.89228757625,274286.3334402719,470751.2040592592,2000,1.8650868448224744,229203.9437666908,9913.31262192953,85.2260861462109,2005-01-21,2023-02-21,79.38,Publique,83.07
938,Barker Inc,Armenia,Lake Roberto,Production,Hydroélectrique,8362,331889.8020103874,142429.22962964937,405899.8577097169,203874.56165258997,330492.6346858114,756,1.6869796805719406,245410.41906392013,5637.343356346207,13.627965916257969,2009-11-28,2023-01-20,7.37,Publique,42.26
939,Smith and Sons,Germany,Lake Margaret,Production,Solaire,3008,415991.5621826894,409274.1366074984,421704.1392295121,115106.39531326812,380359.0145152726,1135,3.162515887586013,307412.7960261714,575.3599171393585,72.54639112170489,2012-05-05,2023-05-29,89.65,Publique,22.97
940,Parsons and Sons,Japan,Jasminestad,Renouvelables,Gaz,4530,251508.41525604588,556891.4950184086,861551.0143371162,137000.54845943733,201517.77951256488,4361,2.189378427602877,317058.07835479244,7963.968803747788,40.47041240889486,2003-04-15,2023-07-10,32.35,Privée,17.29
941,Bowers-Kramer,Pakistan,South Rebecca,Production,Hydroélectrique,2662,158925.49463105848,598593.5749162575,402244.13765086257,101962.00816793829,327335.9831249723,3056,5.797313252607939,372211.77739516296,8016.590712265365,32.474352535506995,1999-07-17,2023-11-23,30.53,Partenariat,21.35
942,Thompson Inc,Thailand,Cantuton,Raffinage,Gaz,876,286727.110079373,533406.4958677527,615051.1466422455,423871.7384118583,250188.6303024568,1928,3.590331233749056,185575.0001361417,223.92047214004955,63.80604310855306,2009-11-10,2023-08-28,84.46,Partenariat,99.81
943,Henry-Smith,Iran,Justinside,Production,Pétrole,8852,395057.1555211111,340305.946771493,136205.3952655965,220091.3873895736,191866.9767911764,979,4.642903858835022,75677.43491676712,3631.5216678701554,39.330412098355694,1994-04-19,2023-12-23,75.74,Privée,17.57
944,Porter Inc,Falkland Islands (Malvinas),Port Jessica,Exploration,Éolien,3341,326094.59617980244,253780.7376613099,900279.3302939194,95937.11919718026,60119.087361833255,455,1.672116055826253,382541.3975370457,4815.823311932334,38.39635586242551,2016-01-31,2023-05-29,7.01,Privée,36.26
945,Mcintyre-Baker,Myanmar,Cookville,Renouvelables,Hydroélectrique,4762,449320.55763558106,148161.2614990917,458516.4542500143,183545.1007897117,190166.96390680328,4552,1.6688135199612508,431550.61362758494,2181.504769770309,27.524392779289148,2006-09-06,2023-09-15,33.04,Publique,52.84
946,Thompson-Sosa,Turks and Caicos Islands,West Lisamouth,Production,Solaire,4861,201911.5774808452,179374.03145961452,155870.72009609814,74963.88567990578,345029.39085732016,2361,5.54823492143635,164765.16347758306,7864.522677994712,72.90372014818092,1997-12-04,2023-02-19,21.46,Publique,64.58
947,Mitchell Ltd,Saint Martin,Jasonmouth,Distribution,Solaire,6783,333341.18502776994,288104.20404106466,638866.9464462006,416660.7135580556,224527.17485636295,1247,1.0694321674225704,344581.2896931169,1317.0035410714609,95.038356830843,2013-12-28,2023-05-05,90.41,Partenariat,88.93
948,Carson-Herrera,Latvia,Port Jordanfurt,Distribution,Éolien,8263,129887.54402257672,148621.36181045923,478731.6542172623,121375.84191013256,36316.254073611504,407,4.513062878072043,280066.8972579725,6309.567090790583,86.94095961444174,2020-05-30,2023-04-06,55.82,Publique,68.52
949,Meyer Inc,Solomon Islands,Jacobstad,Raffinage,Éolien,3922,466161.1490737951,501724.2939835142,505676.3694390866,228607.68107914727,41526.270848306434,2736,1.9779071752448047,41600.252778441245,4771.895083013791,41.622709248604245,2006-03-11,2023-07-26,17.71,Publique,87.52
950,"Williams, Meadows and Walker",Serbia,Debraland,Renouvelables,Gaz,7871,214490.74544007008,553957.537735525,448215.1636304362,66158.24212607823,-29811.673795949915,4376,1.7812071083715963,373286.4099457232,7639.8034426949,38.25392887551354,1995-12-04,2023-02-12,54.77,Partenariat,96.0
951,Foster PLC,Turks and Caicos Islands,West Christopher,Production,Pétrole,8484,322685.8540622278,264169.11193642125,947148.2416603202,177329.2886272695,45136.53878634189,2486,3.1747744858134643,382773.4745519197,9577.844815647602,51.94354865508877,1998-12-05,2023-08-23,4.42,Partenariat,20.29
952,Fields-Acosta,Mayotte,Olsonborough,Distribution,Pétrole,6607,261071.85482510345,235953.69405552908,465571.0518620194,306111.1865555763,496455.16442520346,543,7.806444573667316,330459.40344058775,6246.4355895371245,66.76512959449607,2019-02-07,2023-03-03,87.19,Partenariat,0.09
953,Moreno-Rowland,Bangladesh,North Raymondview,Renouvelables,Hydroélectrique,6684,497060.4487020455,555659.4591053805,910897.3375358108,497265.8283798529,38264.37625522498,3821,3.1672307714937986,181345.4731161956,3617.1712250002406,71.81896397676906,1994-11-06,2023-10-27,68.93,Publique,87.51
954,"Powell, Rush and Wyatt",Grenada,Carrollview,Distribution,Gaz,9232,426451.3817583405,97316.54972198162,936719.253649644,204492.42811726232,472976.5429328876,4916,3.950880377205644,280258.1178060612,6708.098440910972,83.03518807235876,2003-02-10,2023-08-06,29.13,Partenariat,76.58
955,Moore Ltd,Cuba,Leeshire,Raffinage,Éolien,6284,88615.48556113073,567509.5612035543,290538.5887882109,213169.2296233085,194330.19251838664,1745,6.689407779191667,230849.0574751529,4353.696550384554,49.76687394718432,1996-04-22,2023-05-21,94.39,Publique,20.25
956,"Miranda, Hill and Robinson",Monaco,Port Lindsey,Distribution,Hydroélectrique,4719,275858.9114468495,578943.42822959,441121.2136897847,247810.65820077097,97470.00085386148,1922,3.101265838314489,349760.1439871029,7926.143446213484,23.405411942881194,2005-06-04,2023-05-22,33.26,Partenariat,31.88
957,Lowe PLC,Thailand,New Traci,Renouvelables,Solaire,8600,164221.49477720668,512750.3239719234,299701.7889042647,66383.31446128982,270906.6399860455,3926,3.966683198464515,462288.6050310059,5767.713909425856,97.50576176920094,1995-08-14,2023-07-28,29.19,Partenariat,92.86
958,Smith Group,Monaco,Port Jessica,Raffinage,Éolien,1210,468944.8261831357,564610.376790514,370212.4146548784,286876.8368219073,422666.0551474511,586,1.7566556789122356,427564.3255673623,9641.020921255948,15.17662467974052,2001-01-12,2023-08-24,87.97,Publique,48.12
959,Tucker PLC,Suriname,Lake Edward,Exploration,Hydroélectrique,6413,311784.55302300816,288227.44442905474,967363.865016866,477632.3156033153,35664.17070595606,293,4.088176628154131,274426.96884373296,1111.665825904916,57.92951226787348,2001-08-16,2023-03-10,47.24,Privée,52.03
960,Brown Inc,Cambodia,Vincenthaven,Production,Hydroélectrique,2009,50393.45766399543,427797.1316107216,766379.5995044028,117178.18190067208,318747.8818366994,3004,2.53338701257933,372405.8054343785,5784.073063858782,16.969623589546913,2010-02-23,2023-12-10,71.84,Privée,74.49
961,Collier PLC,Jersey,East Joseph,Distribution,Pétrole,650,75131.28024367089,541720.0243777175,595712.2428585549,82754.96962988508,54257.10188072492,732,5.462562798271636,242101.6592406375,566.0222579729983,92.67101192353708,2022-10-03,2023-02-20,60.58,Privée,72.71
962,"Green, Thompson and Conley",Georgia,South Matthewview,Exploration,Solaire,8537,434689.8370522867,271646.4273956246,961539.2978736327,403888.7011236285,190437.25357614944,638,0.0298507023715766,128682.99130212545,674.7175196310736,28.126639731375462,1999-05-05,2023-08-31,81.02,Publique,13.22
963,Patton Ltd,Iceland,Melissabury,Production,Solaire,7490,271073.41133647645,535518.7120511725,229832.5331475041,253612.3451272618,252904.6331474163,2390,0.7365154980329947,168602.15228218585,6994.429347194827,29.391260878516764,2020-01-18,2023-10-07,14.72,Privée,0.7
964,Clark-Wilson,Aruba,Justinberg,Renouvelables,Gaz,8797,89469.17422940308,99712.30524607212,367680.1714154924,438378.5818824813,414657.56375708646,2186,0.9338428470340076,245550.80711361216,5474.543019874803,99.95482901857105,2012-02-22,2023-03-19,17.77,Publique,31.61
965,Rocha Ltd,Norfolk Island,Armstrongmouth,Production,Hydroélectrique,8886,270848.43028599466,549424.1257541666,671475.4908692196,406447.6236859955,-39659.01724897105,3201,1.942051478105028,96863.01685201994,796.2506234668239,39.88616761623572,2011-05-01,2023-09-03,12.14,Publique,62.31
966,Ellis Ltd,United States of America,Port Kylemouth,Exploration,Hydroélectrique,6957,276074.09558780555,527208.5467370839,841500.8356532876,377388.6973523166,477190.4730578052,2786,0.914236840210273,225013.59668805904,1961.9677365514908,84.30019505608945,2023-11-03,2023-04-03,28.91,Privée,71.66
967,York-Campbell,Bhutan,North Nicolefurt,Production,Éolien,3918,351892.37992921285,243808.22791256884,267670.2089401787,416081.2058342369,300697.6989431034,3768,7.783824102591842,455748.3177965616,779.1356347506611,56.7931314718423,2018-12-19,2023-03-25,55.0,Publique,12.46
968,Ward Inc,Ghana,Lake Leah,Raffinage,Éolien,6398,437521.3320149909,260469.52932448068,563183.1707017681,72290.31214656279,208205.11592234464,2029,3.4165454204719072,454534.3665016122,8424.310522521742,55.45962169601712,2004-02-09,2023-09-03,12.78,Publique,10.42
969,Ruiz Ltd,Bolivia,Lake Kelseyshire,Distribution,Pétrole,8438,260284.4498187464,157268.58487723616,925509.0419339372,205843.92132421385,360262.2038484509,363,2.866365817793919,311739.0358977807,2925.200368620357,15.063108234827135,2006-07-14,2023-07-27,8.33,Publique,0.62
970,"Spencer, Wilson and Garcia",Cayman Islands,West Tammy,Distribution,Hydroélectrique,5605,231373.44325499516,570641.2403213938,894280.6204606112,189842.44158045523,240604.48362999177,3000,4.445950247708836,106565.59733152522,7610.871251393659,87.1765103619754,2005-06-11,2023-03-02,93.41,Partenariat,31.68
971,Delgado-Moon,Cyprus,Lake Dustinside,Renouvelables,Solaire,3366,168216.32138766308,458756.9782975267,288751.6426019345,198533.7193699284,280176.92858527723,1477,9.703631642556603,50255.21458300829,8692.440149427335,46.06216638384968,2006-12-14,2023-12-27,76.03,Publique,52.88
972,Lozano-Mcdonald,Cook Islands,West Teresaburgh,Production,Éolien,7488,94956.68762257228,599019.6591424132,276188.4606267601,438763.0043529976,301570.4031763839,3579,9.872385475317092,446170.9036339363,7003.730369690136,62.31754631006451,2018-12-04,2023-04-15,53.24,Partenariat,26.75
973,Hendricks-Russo,Bulgaria,South Reginachester,Renouvelables,Pétrole,4038,162704.2851620644,217510.5470336853,964365.6420846964,99295.62444847544,74529.65581474386,938,3.084254107496976,304795.68435162713,780.2623968278593,97.2723295913984,1999-02-03,2023-06-08,89.97,Publique,5.5
974,Ramirez PLC,Burundi,Kleinside,Exploration,Pétrole,154,461780.34525334206,574195.9990569041,317017.865421691,127309.6018337595,164580.62393814878,473,7.785939575110011,87690.52496938109,3687.092576798788,62.7579790417159,2021-04-10,2023-05-10,49.08,Partenariat,40.99
975,Jackson and Sons,Belgium,Reyesburgh,Raffinage,Solaire,6387,64801.29463313099,360684.67073605006,485157.0857603578,250210.4722834341,379746.2245858637,4765,6.491176664568266,235312.48492885823,794.8973870249774,26.75716234797693,2009-04-25,2023-09-18,6.62,Partenariat,4.8
976,Adams Group,Angola,Lake Josephmouth,Production,Gaz,5673,184731.45623890965,279300.4366919749,695127.4616633967,389659.08486599714,407747.7549323854,1643,1.1106278390099469,291837.2875662637,607.3944684794651,57.29002670218753,2011-11-14,2023-09-09,75.14,Publique,59.1
977,Harding and Sons,Marshall Islands,Steveshire,Raffinage,Solaire,5000,431111.0105026548,228276.9938307469,913192.7228592958,168228.43413927522,167067.48464906393,4776,4.182812757157217,308584.142202074,534.6774725988538,56.65496909149636,2006-03-18,2023-01-30,89.73,Publique,90.8
978,Ward Group,Sudan,Jamesfort,Production,Solaire,6232,403018.58426888834,454016.9018370048,477850.8780545641,252643.14587530296,414832.1707422152,4339,8.161496664060548,274980.13472181297,7388.097052715565,11.870301937959525,2019-01-20,2023-04-10,83.11,Privée,1.39
979,Mathis-White,Sweden,Ramireztown,Production,Hydroélectrique,9878,291225.16271002404,370213.23943055526,682780.018363428,317049.75908651145,-34077.21255396421,4241,1.2575882165510388,399925.7977824137,9786.253172393635,48.633854568452485,2007-04-30,2023-02-07,37.84,Privée,65.47
980,Copeland-Carter,Nigeria,Mortonstad,Production,Hydroélectrique,1362,409499.23281572806,377557.7291230834,852783.5954055932,77723.97795693189,459043.7108851953,2479,3.3248914830813447,26132.458235184284,9242.14171291,82.29825456474514,1998-04-03,2023-02-13,93.87,Partenariat,0.95
981,"Hart, Watson and King",Uruguay,East Breannafurt,Distribution,Hydroélectrique,7776,192234.45874875004,526626.694101791,212632.65225709075,436381.2191300543,495465.7932760818,4012,8.401059622022633,482466.852822629,1604.0515518501345,27.099942021811813,2014-04-02,2023-01-07,88.72,Privée,44.83
982,Hall LLC,Lebanon,New Brent,Renouvelables,Hydroélectrique,8363,323397.7811057405,563367.5210386323,806020.9536213558,209523.2800891865,470665.15800564137,1020,5.072446874257893,423092.0103742598,9641.959723849364,86.9779762563813,2002-03-13,2023-02-22,96.1,Partenariat,91.48
983,"Rice, Davidson and Pham",Guadeloupe,New Cassandra,Renouvelables,Hydroélectrique,328,435424.4444634539,454584.60992799234,427554.99701283866,123471.41562897134,59825.20031052583,2064,6.882140957801703,324194.2042258061,2977.5206124537945,88.4943322225128,2007-04-10,2023-12-11,84.24,Partenariat,91.26
984,Lopez-Morris,Jersey,East Andrew,Distribution,Hydroélectrique,7617,171940.52105625684,317406.3741469098,490370.5712730807,119013.20377626237,252556.42773338823,1828,1.9931405972585128,231801.20786316937,6636.920076214944,41.42599221868204,2009-09-21,2023-12-18,22.72,Partenariat,10.72
985,Jensen PLC,Niger,Danielleside,Exploration,Éolien,3064,134456.10483705942,88353.40422878778,893691.2216389758,292012.3667135142,-40177.81531755866,2917,8.073260053383237,330701.84450740647,8160.632490364276,50.37044979892572,2017-05-02,2023-03-09,28.96,Privée,25.01
986,Doyle PLC,Cote d'Ivoire,Port Williammouth,Renouvelables,Gaz,1245,276358.1977130174,258398.5508425253,510920.39868726017,102477.2604788384,-8136.237444086713,645,2.262493885605248,357932.1944724465,7198.093264986479,19.534584562799417,2007-08-29,2023-11-27,51.48,Publique,8.4
987,Stone-Adams,Congo,Alvarezside,Production,Gaz,2027,57672.18230454251,543802.7687141615,663072.5192112761,268883.9563065889,224524.8885304202,1999,1.4693525668622909,60130.36855390616,5474.69429516446,25.851479740219297,1997-01-24,2023-07-22,15.03,Publique,89.47
988,Elliott-Garner,Qatar,New Elaine,Production,Gaz,2436,155837.12223988582,186418.0961864652,420564.95399748784,341125.34501806804,290314.8615424735,944,2.9129369179526954,345089.4591402926,8171.639853424992,92.9590254206491,2016-09-13,2023-10-04,35.77,Publique,2.85
989,Cochran Group,Canada,Port Krystalland,Production,Solaire,2885,374045.8595824764,378508.311121765,950407.1925888164,191921.16604603533,-15236.46342550731,1139,2.935161247255691,39359.19799702394,7228.310423951248,80.76979827543856,2003-05-16,2023-06-04,50.97,Partenariat,55.11
990,Perez-Davis,Uzbekistan,Port Taraburgh,Distribution,Solaire,3630,363287.4758396328,298122.4335170622,815298.0939547039,120927.41576966833,396090.2957631972,513,0.9775841797641848,237055.07759325983,5336.279650681153,36.683689602256365,2007-01-31,2023-03-27,26.83,Partenariat,25.29
991,"Wright, Bailey and Odom",Zimbabwe,Grantville,Production,Gaz,9711,427811.15239253774,523586.6066647702,757022.359245532,406746.9348515434,244198.9398740588,4620,5.898234395546034,71737.06291428223,3140.085781424152,91.4962586780064,2007-07-22,2023-02-07,97.56,Partenariat,50.6
992,"Ortiz, Newman and Olson",Swaziland,New Nancy,Renouvelables,Éolien,6305,210215.22187218312,457710.7716689907,309662.1984044162,204326.3429931775,320567.9130583845,4673,5.642316668753208,171850.88208554158,7499.733684099508,36.73739890573725,2006-11-06,2023-06-21,35.95,Partenariat,28.58
993,"Smith, Bennett and Cohen",Gabon,East Jessicaberg,Distribution,Solaire,8177,242170.2078275012,205601.91900025425,576656.3275260301,436316.9138330102,217512.56950393907,1571,9.354340605016972,19828.115342739628,5592.981538494466,39.84707715502999,2002-08-28,2023-08-22,89.29,Publique,17.36
994,Campos Ltd,Morocco,South Catherine,Production,Gaz,2835,254124.73793634103,282904.9683614307,738958.8772936508,268875.31672500266,-36794.625665338026,3257,4.747760373262818,208978.76069145152,1704.7144227964793,26.26841127109561,2008-05-24,2023-10-24,52.86,Privée,85.32
995,"Watson, Thompson and Davenport",Saint Vincent and the Grenadines,Port Justin,Distribution,Pétrole,626,278651.0140929414,449218.2701534559,670406.2256618359,72988.96957528972,370297.5275841328,1624,9.883247252829683,338503.6458515578,5850.717089184904,14.980687502595575,1995-11-11,2023-07-22,65.91,Privée,5.82
996,"Thomas, Thomas and Wilson",Sao Tome and Principe,Peterside,Renouvelables,Éolien,8053,137581.00881028172,478887.7664583588,216490.19344649903,151844.22270640294,433189.4971531415,1279,7.265289507707334,114554.33113205948,7463.254957126391,83.03828271305605,2007-12-19,2023-09-11,59.38,Partenariat,60.93
997,"Rivera, Black and Obrien",Costa Rica,West Jaredmouth,Exploration,Hydroélectrique,4196,225508.29683514312,120464.58456212636,838836.8919832337,97707.73574418308,109106.67153898987,4987,7.774692933270942,391316.02922716056,2270.0792708738463,84.31394659970253,2016-03-25,2023-10-12,33.71,Privée,34.7
998,Gomez PLC,Christmas Island,South Meghanland,Production,Gaz,653,350104.4204478359,592881.7676455377,369073.4528835966,155001.15230258834,483544.0111546072,824,2.857797635540764,459050.50021482096,6341.834869462765,53.24770386279143,2005-11-10,2023-03-18,58.5,Publique,32.25
999,Combs and Sons,Christmas Island,East Jessicaborough,Renouvelables,Hydroélectrique,8907,211278.89725071864,554816.549827677,897394.2671585304,145462.78000320215,88039.14103258873,236,4.483518459803079,38675.11776175398,3519.210604689041,69.85843097477607,2003-04-23,2023-08-02,15.35,Publique,1.35
1000,"Cunningham, Brewer and Winters",Liberia,New Annmouth,Renouvelables,Gaz,741,473192.9096180654,506628.897743146,653096.1531338308,105048.18171101176,167171.70937353405,480,3.3436924144028124,63118.44406871482,551.0963270984148,10.291785125522011,2022-03-24,2023-11-02,33.34,Partenariat,46.66
1001,Rodriguez and Sons,Monaco,South Sarah,Raffinage,Solaire,766,64114.21958006812,140735.7374068527,287868.5318768368,180191.9526104481,319665.4166580695,3356,9.028433794140158,180951.81522977783,6899.303108140356,56.02848452640503,2007-10-28,2023-04-18,75.1,Partenariat,53.79
1002,Holt and Sons,Gambia,West David,Production,Pétrole,7787,418552.54291828297,433925.5636501561,640939.7584816578,296025.9284115591,314779.0140536713,3778,2.363497233788846,171194.9686252623,6868.766913888888,57.8516226016354,2001-04-13,2023-02-18,20.09,Partenariat,77.24
1003,Howard Inc,Armenia,Holdenfort,Exploration,Gaz,8146,403381.179168312,359427.7869851036,996948.3894268876,86309.9648289367,464688.4290564463,4596,2.2898676420737507,84356.9767275557,6744.517837882615,49.46360256402057,1999-10-15,2023-01-19,45.35,Privée,51.73
1004,"Richardson, Simpson and Reed",Bermuda,New Jon,Distribution,Hydroélectrique,4456,498237.6438021784,503176.9780007688,756324.5485719905,357702.26338218653,91088.38995728886,948,1.8299503729773916,449627.9008658803,4678.501800440494,98.04659843913096,2014-10-26,2023-09-17,31.92,Partenariat,36.95
1005,"Jimenez, Vargas and Young",Seychelles,Port Joshuaburgh,Renouvelables,Pétrole,8690,378772.8491924357,468730.4669765589,694180.5958142782,255278.6469980423,259354.58717624424,2427,0.2204387501612825,131767.13827264184,8696.05072036943,95.59155857313792,2020-01-21,2023-01-23,20.11,Publique,87.78
1006,"Berry, Hicks and Smith",Seychelles,Maryville,Distribution,Gaz,5464,289193.147602863,97881.14803911714,939832.2648678364,446513.5667620061,477378.0745105476,1735,2.2453810394465856,466368.39161900367,7415.903261637507,31.40081859258712,1999-01-12,2023-03-15,14.53,Publique,54.78
1007,"Martinez, Barnes and Powell",Korea,Heatherchester,Raffinage,Gaz,1072,236267.995672656,151866.0423791411,757156.8229362011,494568.4413567757,398029.22663030896,3368,7.075863376979404,26254.806648154336,3494.1815520128403,52.43089615311058,1999-07-26,2023-03-16,93.29,Partenariat,12.37
1008,Chavez-Smith,Denmark,Barajasmouth,Renouvelables,Pétrole,5176,433731.5553618776,252348.18945284415,938725.174332008,186430.2578379533,-28707.948374932334,440,6.048412312635911,126117.37711242789,3575.589536725637,29.05411304953328,1996-08-27,2023-08-17,77.4,Partenariat,30.48
1009,"Boyer, Crawford and Faulkner",Uruguay,South Brendaland,Production,Pétrole,1758,374425.0885944062,251027.1880029332,165368.23768379702,402102.2769712717,341567.8309157866,3320,8.132768786963243,265186.5513220151,354.66288812183615,11.454558860419944,2013-06-14,2023-08-15,75.16,Publique,89.1
