ID_Trajet,ID_Chauffeur,ID_Client,Date_Heure,Prix,Distance,Temps_Trajet,Type_Trajet,Conditions_Traffic,Notes_Client,Nombre_Passagers
1172,155,757,2023-12-22 23:42:16,20.150454046085493,7.62,0 days 04:58:00,UberBlack,Moyen,Mauvais,2
1173,360,1298,2023-08-24 11:56:38,17.84981165499699,6.75,0 days 03:29:00,UberBlack,Moyen,Bien,4
1174,385,1306,2023-11-30 12:33:24,18.193585805389525,6.88,0 days 06:34:00,UberX,Elevé,Bien,4
1175,448,475,2023-06-23 10:51:50,14.91450929395304,5.64,0 days 05:36:00,UberPool,Moyen,Moyen,2
1176,17,1114,2023-05-27 10:28:14,77.08474218417219,29.15,1 days 03:59:00,UberBlack,Elevé,,4
1177,226,1384,2023-11-12 19:48:50,44.055979581074055,16.66,0 days 14:25:00,UberBlack,Moyen,Bien,2
1178,92,1338,2023-04-15 12:55:17,67.80284012357376,25.64,1 days 00:53:00,UberSUV,Elevé,Moyen,4
1179,127,29,2023-01-02 15:34:43,60.66291546157496,22.94,0 days 22:26:00,UberPool,Elevé,Moyen,3
1180,24,1464,2023-01-18 15:13:43,18.299362467048766,6.92,0 days 05:35:00,UberX,Elevé,Mauvais,4
1181,282,702,2023-07-11 16:35:47,77.24340717666105,29.21,0 days 23:01:00,UberX,Faible,Mauvais,2
1182,12,303,2023-01-12 19:34:54,67.03595932654426,25.35,0 days 15:45:00,UberPool,Moyen,Bien,4
1183,315,819,2023-04-21 02:36:47,14.226960993167971,5.38,0 days 02:57:00,UberSUV,Faible,,2
1184,445,447,2023-12-23 20:39:22,11.10654947422035,4.2,0 days 02:52:00,UberX,Moyen,,2
1185,56,398,2023-07-05 08:32:36,22.636205595077666,8.56,0 days 06:26:00,UberPool,Moyen,Bien,4
1186,321,365,2023-05-29 22:55:49,52.78255416796147,19.96,0 days 15:22:00,UberPool,Faible,,2
1187,482,1321,2023-10-20 06:05:29,25.20128964031427,9.53,0 days 04:45:00,UberSUV,Elevé,,3
1188,432,1221,2023-05-27 01:59:33,67.35328931152198,25.47,1 days 00:25:00,UberX,Moyen,Moyen,2
1189,241,941,2023-05-02 00:21:38,9.546343714746538,3.61,0 days 03:09:00,UberSUV,Faible,Bien,3
1190,356,240,2023-01-26 00:53:37,11.10654947422035,4.2,0 days 03:04:00,UberBlack,Moyen,Mauvais,1
1191,384,917,2023-07-13 05:50:07,39.957133941778444,15.11,0 days 14:38:00,UberBlack,Moyen,Moyen,3
1192,136,787,2023-06-13 14:26:59,66.05752520619627,24.98,0 days 18:31:00,UberX,Elevé,Mauvais,1
1193,297,281,2023-04-23 14:20:41,53.91965328079832,20.39,0 days 13:47:00,UberBlack,Faible,Mauvais,2
1194,458,326,2023-11-16 04:27:41,40.036466438022885,15.14,0 days 12:45:00,UberPool,Moyen,Bien,3
1195,8,1420,2023-11-09 01:37:32,75.15431810889103,28.42,0 days 21:39:00,UberPool,Elevé,Mauvais,4
1196,387,170,2023-10-26 18:40:14,3.596406496414209,1.36,0 days 00:56:00,UberBlack,Elevé,Mauvais,2
1197,351,635,2023-06-28 04:25:37,12.851864391597834,4.86,0 days 02:28:00,UberSUV,Elevé,Moyen,4
1198,212,1094,2023-12-29 08:54:12,41.14712138544492,15.56,0 days 14:23:00,UberBlack,Faible,Moyen,3
1199,384,1471,2023-02-17 12:53:57,13.671633519456954,5.17,0 days 04:44:00,UberSUV,Faible,Mauvais,2
1200,314,378,2023-07-18 10:39:02,58.75893555170861,22.22,0 days 21:59:00,UberSUV,Elevé,,2
1201,339,217,2023-07-23 04:04:37,75.97408723675015,28.73,0 days 17:08:00,UberBlack,Moyen,Moyen,4
1202,361,153,2023-03-31 11:44:52,70.92325164252138,26.82,0 days 13:48:00,UberSUV,Moyen,,1
1203,369,1363,2023-11-08 06:07:26,69.04571589806984,26.11,0 days 21:24:00,UberSUV,Elevé,Mauvais,3
1204,404,1319,2023-09-17 15:54:50,56.616958153108975,21.41,0 days 18:43:00,UberPool,Moyen,Moyen,2
1205,155,683,2023-04-12 08:53:58,14.01540766984949,5.3,0 days 03:30:00,UberPool,Elevé,Bien,3
1206,334,1001,2023-10-13 03:38:35,71.98101825911378,27.22,0 days 15:51:00,UberBlack,Moyen,Bien,3
1207,215,815,2023-01-15 06:14:01,11.185881970464782,4.23,0 days 02:18:00,UberX,Faible,Moyen,1
1208,347,687,2023-02-01 03:14:55,29.088581956291392,11.0,0 days 06:59:00,UberSUV,Elevé,Moyen,2
1209,100,1213,2023-02-21 17:52:48,47.91682773163637,18.12,0 days 17:55:00,UberX,Moyen,Bien,3
1210,367,1252,2023-12-28 09:03:21,41.64956052832631,15.75,0 days 11:26:00,UberX,Faible,,3
1211,213,712,2023-01-19 09:33:48,70.7116983192029,26.74,1 days 01:29:00,UberSUV,Moyen,Moyen,1
1212,186,360,2023-01-11 10:28:45,41.54378386666707,15.71,0 days 14:55:00,UberBlack,Elevé,,3
1213,295,245,2023-01-07 16:34:09,56.64340231852379,21.42,0 days 19:36:00,UberX,Elevé,Bien,2
1214,212,263,2023-04-23 03:13:42,17.558925835434074,6.64,0 days 06:24:00,UberX,Faible,,4
1215,499,915,2023-01-12 09:32:57,50.32324678438411,19.03,0 days 15:33:00,UberBlack,Elevé,Bien,2
1216,2,212,2023-02-12 10:43:19,3.3055206768512946,1.25,0 days 00:53:00,UberX,Elevé,Moyen,3
1217,83,1494,2023-10-15 14:57:10,43.183322122385306,16.33,0 days 13:35:00,UberX,Elevé,Moyen,1
1218,140,1299,2023-06-24 22:46:13,4.707061443836244,1.78,0 days 01:28:00,UberX,Moyen,Mauvais,3
1219,48,469,2023-08-25 21:44:38,68.56972092060326,25.93,1 days 01:12:00,UberSUV,Elevé,Bien,3
1220,242,143,2023-11-13 23:05:07,69.62748753719566,26.33,0 days 20:17:00,UberPool,Faible,Moyen,4
1221,44,1245,2023-01-03 02:34:26,14.83517679770861,5.61,0 days 03:24:00,UberBlack,Moyen,Bien,2
1222,39,466,2023-01-30 06:58:23,51.80412004761349,19.59,0 days 16:37:00,UberBlack,Faible,,1
1223,209,111,2023-07-05 12:35:45,65.63441855955931,24.82,0 days 15:22:00,UberSUV,Elevé,Bien,3
1224,53,1259,2023-10-23 08:16:52,22.689093925907287,8.58,0 days 05:05:00,UberSUV,Faible,,4
1225,9,54,2023-11-23 01:53:23,29.85546275332089,11.29,0 days 10:10:00,UberPool,Faible,,2
1226,237,505,2023-11-28 09:56:45,32.97587427226852,12.47,0 days 10:10:00,UberPool,Moyen,Moyen,3
1227,111,667,2023-02-03 20:22:02,69.62748753719566,26.33,0 days 18:07:00,UberPool,Moyen,Moyen,4
1228,143,742,2023-10-04 17:11:30,54.898087401146306,20.76,0 days 20:01:00,UberX,Elevé,Mauvais,4
1229,282,549,2023-07-10 10:17:23,6.58459718828778,2.49,0 days 01:32:00,UberPool,Moyen,Moyen,3
1230,89,846,2023-03-19 23:13:05,79.22671958277184,29.96,0 days 18:01:00,UberBlack,Elevé,Bien,3
1231,167,743,2023-04-14 21:50:32,21.261108993507523,8.04,0 days 05:02:00,UberBlack,Elevé,Mauvais,1
1232,26,1263,2023-05-05 06:36:46,31.838775159431666,12.04,0 days 08:05:00,UberX,Elevé,Bien,3
1233,124,178,2023-11-16 04:37:46,13.16919437657556,4.98,0 days 03:18:00,UberSUV,Moyen,Moyen,2
1234,61,1474,2023-10-30 22:23:22,42.627994648674296,16.12,0 days 14:00:00,UberPool,Elevé,,1
1235,307,665,2023-03-05 06:15:50,9.043904571865141,3.42,0 days 02:06:00,UberSUV,Elevé,Mauvais,2
1236,188,19,2023-07-24 11:45:31,40.856235565882,15.45,0 days 14:57:00,UberX,Elevé,Bien,4
1237,340,406,2023-01-12 19:26:32,30.199236903713427,11.42,0 days 05:48:00,UberPool,Elevé,Moyen,1
1238,403,1103,2023-07-16 03:19:12,28.26881282843227,10.69,0 days 10:16:00,UberBlack,Moyen,Mauvais,4
1239,280,1456,2023-08-13 06:29:21,57.1987297922348,21.63,0 days 13:53:00,UberPool,Elevé,Mauvais,1
1240,209,1075,2023-07-08 17:53:44,57.7011689351162,21.82,0 days 13:55:00,UberPool,Moyen,,1
1241,407,1209,2023-12-05 17:57:13,20.996667339359423,7.94,0 days 04:38:00,UberPool,Elevé,,1
1242,163,1367,2023-08-16 19:21:40,61.56201708567851,23.28,0 days 18:49:00,UberBlack,Faible,Moyen,1
1243,313,1132,2023-02-22 09:54:47,20.282674873159543,7.67,0 days 05:33:00,UberBlack,Faible,Bien,3
1244,33,282,2023-11-21 09:05:51,49.95302846857677,18.89,0 days 09:57:00,UberBlack,Moyen,,4
1245,406,984,2023-01-13 07:24:14,35.911176633312465,13.58,0 days 12:26:00,UberBlack,Moyen,Moyen,3
1246,435,320,2023-01-17 12:09:53,28.691919475069238,10.85,0 days 07:28:00,UberBlack,Faible,Mauvais,4
1247,134,543,2023-08-23 05:28:03,53.60232329582059,20.27,0 days 18:18:00,UberPool,Faible,Bien,2
1248,308,265,2023-12-14 00:03:59,17.453149173774836,6.6,0 days 04:46:00,UberSUV,Faible,Moyen,2
1249,3,1002,2023-11-05 02:15:17,71.87524159745455,27.18,0 days 17:35:00,UberPool,Moyen,Moyen,4
1250,85,486,2023-06-22 21:35:13,16.15738506844913,6.11,0 days 03:04:00,UberX,Moyen,Bien,2
1251,432,1399,2023-01-09 06:49:37,28.057259505113787,10.61,0 days 05:56:00,UberX,Elevé,Moyen,4
1252,357,898,2023-07-16 08:43:11,46.515286964651416,17.59,0 days 17:28:00,UberBlack,Faible,,2
1253,409,396,2023-01-06 15:24:31,27.55482036223239,10.42,0 days 05:23:00,UberX,Faible,,4
1254,319,1279,2023-01-08 20:33:33,47.73171857373269,18.05,0 days 13:44:00,UberSUV,Moyen,Mauvais,3
1255,399,848,2023-10-13 14:54:21,23.79974887332932,9.0,0 days 06:59:00,UberX,Elevé,,2
1256,366,1392,2023-07-10 15:33:58,25.386398798217943,9.6,0 days 07:16:00,UberX,Elevé,Moyen,2
1257,28,1020,2023-12-14 03:59:08,58.89115637878266,22.27,0 days 16:44:00,UberX,Elevé,Mauvais,1
1258,491,943,2023-05-03 11:29:21,33.848531730957255,12.8,0 days 07:48:00,UberX,Faible,Mauvais,4
1259,91,1023,2023-01-19 01:18:55,58.9969330404419,22.31,0 days 13:36:00,UberPool,Elevé,,2
1260,291,607,2023-05-26 10:24:23,49.900140137747144,18.87,0 days 12:13:00,UberPool,Moyen,Bien,2
1261,235,465,2023-09-16 15:41:08,68.70194174767731,25.98,0 days 18:47:00,UberPool,Elevé,Moyen,3
1262,500,1140,2023-08-13 20:33:17,19.30424075281156,7.3,0 days 03:55:00,UberPool,Elevé,Bien,2
1263,76,1191,2023-12-21 02:14:03,40.90912389671163,15.47,0 days 08:29:00,UberBlack,Elevé,Moyen,2
1264,17,1333,2023-01-19 17:38:00,31.177671024061407,11.79,0 days 11:39:00,UberBlack,Faible,,1
1265,6,262,2023-01-17 05:19:26,79.01516625945334,29.88,1 days 05:19:00,UberSUV,Moyen,Mauvais,1
1266,442,379,2023-09-17 22:17:03,67.19462431903311,25.41,0 days 13:54:00,UberPool,Faible,Mauvais,2
1267,155,989,2023-10-29 11:51:12,3.5170740001697776,1.33,0 days 01:16:00,UberX,Faible,Mauvais,4
1268,413,1433,2023-12-12 11:45:32,23.667528046255267,8.95,0 days 05:15:00,UberBlack,Faible,Bien,1
1269,225,1377,2023-08-30 04:14:28,20.07112154984106,7.59,0 days 07:20:00,UberBlack,Faible,Bien,1
1270,232,333,2023-02-10 10:51:59,26.047502933588202,9.85,0 days 05:48:00,UberPool,Moyen,Bien,2
1271,184,613,2023-05-07 13:41:10,31.38922434737989,11.87,0 days 09:51:00,UberSUV,Faible,,2
1272,327,166,2023-06-09 18:57:14,59.287818860004826,22.42,0 days 13:05:00,UberSUV,Moyen,,3
1273,341,901,2023-03-10 20:31:42,68.04083761230704,25.73,0 days 19:39:00,UberBlack,Faible,,1
1274,401,1144,2023-10-09 12:59:41,11.926318602079471,4.51,0 days 03:55:00,UberPool,Elevé,Mauvais,3
1275,357,1345,2023-03-31 10:12:00,9.678564541820592,3.66,0 days 02:49:00,UberPool,Moyen,,4
1276,344,120,2023-06-03 07:47:54,15.49628093307887,5.86,0 days 05:31:00,UberSUV,Moyen,Moyen,4
1277,49,393,2023-03-25 21:40:01,66.55996434907767,25.17,0 days 23:27:00,UberSUV,Faible,,4
1278,487,254,2023-10-06 10:11:28,77.03185385334257,29.13,0 days 19:49:00,UberX,Moyen,Bien,4
1279,97,225,2023-05-07 03:38:03,8.197691278591211,3.1,0 days 03:01:00,UberX,Moyen,,2
1280,468,1156,2023-09-21 22:50:14,34.324526708423846,12.98,0 days 07:59:00,UberBlack,Moyen,,2
1281,108,1279,2023-12-10 14:31:26,38.15893069357134,14.43,0 days 09:03:00,UberX,Elevé,Bien,4
1282,443,1182,2023-04-28 18:02:27,62.11734455938952,23.49,0 days 22:40:00,UberX,Moyen,Bien,1
1283,342,628,2023-07-07 21:26:49,78.75072460530525,29.78,0 days 17:42:00,UberSUV,Elevé,Bien,3
1284,94,293,2023-08-02 23:49:43,41.1206772200301,15.55,0 days 08:56:00,UberBlack,Faible,Mauvais,4
1285,9,1434,2023-05-18 05:23:58,26.70860706895846,10.1,0 days 08:06:00,UberBlack,Elevé,Mauvais,3
1286,381,137,2023-05-07 07:20:51,41.570228032081886,15.72,0 days 13:45:00,UberSUV,Faible,Mauvais,3
1287,33,158,2023-10-14 19:47:53,19.780235730278147,7.48,0 days 03:54:00,UberBlack,Moyen,Moyen,3
1288,341,1474,2023-09-29 06:02:18,70.63236582295846,26.71,0 days 18:36:00,UberX,Moyen,,1
1289,201,983,2023-10-16 09:17:21,49.397700994865744,18.68,0 days 12:49:00,UberX,Faible,Moyen,2
1290,329,351,2023-09-06 03:04:34,51.67189922053944,19.54,0 days 15:00:00,UberPool,Elevé,Bien,3
1291,124,748,2023-05-12 06:38:34,72.90656404863215,27.57,1 days 00:09:00,UberSUV,Moyen,Mauvais,1
1292,364,1009,2023-08-12 06:01:59,23.72041637708489,8.97,0 days 06:38:00,UberSUV,Faible,Bien,2
1293,315,410,2023-08-18 13:03:22,61.905791236071046,23.41,0 days 12:20:00,UberBlack,Elevé,Mauvais,2
1294,188,239,2023-08-17 03:57:26,69.89192919134378,26.43,0 days 14:53:00,UberX,Moyen,,2
1295,179,896,2023-10-10 15:31:48,57.43672728096809,21.72,0 days 18:47:00,UberBlack,Elevé,Moyen,1
1296,247,200,2023-08-09 10:07:55,49.239036002376885,18.62,0 days 15:01:00,UberBlack,Moyen,,1
1297,341,1206,2023-10-07 19:36:55,41.25289804710415,15.6,0 days 09:29:00,UberPool,Moyen,,1
1298,85,1469,2023-08-19 02:43:40,53.09988415293919,20.08,0 days 17:39:00,UberX,Faible,Moyen,1
1299,10,635,2023-09-20 23:36:46,71.98101825911378,27.22,1 days 02:21:00,UberSUV,Faible,Bien,2
1300,49,852,2023-10-11 13:14:01,56.85495564184227,21.5,0 days 11:14:00,UberX,Faible,Bien,4
1301,45,700,2023-11-10 18:05:36,35.85828830248285,13.56,0 days 11:13:00,UberPool,Elevé,Mauvais,1
1302,301,510,2023-08-11 06:40:34,30.014127745809756,11.35,0 days 07:43:00,UberBlack,Moyen,Mauvais,3
1303,10,842,2023-11-09 15:16:53,55.77074485983504,21.09,0 days 11:37:00,UberBlack,Moyen,,2
1304,343,731,2023-05-20 19:25:40,51.460345897220954,19.46,0 days 13:06:00,UberX,Faible,Bien,1
1305,168,703,2023-02-19 21:04:43,11.926318602079471,4.51,0 days 04:15:00,UberBlack,Elevé,,1
1306,448,78,2023-08-16 21:19:54,27.39615536974353,10.36,0 days 06:13:00,UberX,Faible,,4
1307,384,909,2023-07-30 09:03:43,55.79718902524986,21.1,0 days 17:37:00,UberX,Moyen,Mauvais,2
1308,48,692,2023-07-12 15:59:18,9.890117865139073,3.74,0 days 02:45:00,UberPool,Elevé,Bien,3
1309,127,858,2023-02-11 20:25:21,7.563031308635762,2.86,0 days 02:36:00,UberSUV,Faible,Mauvais,1
1310,277,547,2023-06-18 22:59:16,22.00154562512222,8.32,0 days 05:09:00,UberPool,Faible,Mauvais,1
1311,290,120,2023-02-15 21:37:45,71.98101825911378,27.22,0 days 23:39:00,UberSUV,Elevé,Bien,3
1312,363,1489,2023-01-03 12:38:39,22.00154562512222,8.32,0 days 06:25:00,UberPool,Moyen,,4
1313,363,1118,2023-07-18 01:20:17,39.77202478387478,15.04,0 days 10:32:00,UberSUV,Faible,Bien,4
1314,347,1310,2023-09-10 00:10:23,37.788712377764,14.29,0 days 12:24:00,UberPool,Elevé,Moyen,1
1315,311,1156,2023-11-20 11:15:35,48.339934378273334,18.28,0 days 12:40:00,UberBlack,Moyen,Mauvais,2
1316,493,923,2023-05-29 12:03:48,41.1206772200301,15.55,0 days 10:11:00,UberBlack,Moyen,Mauvais,4
1317,196,1180,2023-12-16 09:23:59,8.515021263568935,3.22,0 days 02:36:00,UberSUV,Faible,Moyen,2
1318,479,676,2023-08-26 05:26:15,7.853917128198677,2.97,0 days 02:00:00,UberSUV,Elevé,Moyen,3
1319,475,154,2023-12-28 10:14:15,55.744300694420225,21.08,0 days 18:49:00,UberSUV,Elevé,,1
1320,115,1146,2023-11-30 02:42:28,77.79873465037207,29.42,0 days 18:47:00,UberPool,Faible,Mauvais,4
1321,41,1030,2023-07-11 11:56:15,12.455201910375678,4.71,0 days 03:36:00,UberSUV,Elevé,,1
1322,450,1257,2023-02-10 03:49:20,65.39642107082601,24.73,0 days 18:52:00,UberX,Elevé,,1
1323,259,104,2023-04-07 07:00:10,43.183322122385306,16.33,0 days 13:33:00,UberSUV,Elevé,Bien,1
1324,354,59,2023-08-06 17:25:40,76.68807970295003,29.0,0 days 21:10:00,UberX,Elevé,Moyen,3
1325,249,21,2023-05-16 09:21:06,45.80129449845154,17.32,0 days 09:35:00,UberSUV,Moyen,Moyen,4
1326,80,1426,2023-09-19 10:41:11,12.164316090812763,4.6,0 days 02:37:00,UberPool,Moyen,,4
1327,341,258,2023-02-16 00:42:10,30.09346024205419,11.38,0 days 09:09:00,UberX,Moyen,,2
1328,61,1280,2023-06-11 01:05:12,38.95225565601566,14.73,0 days 13:06:00,UberX,Faible,Moyen,3
1329,255,408,2023-10-22 13:25:26,55.37408237861289,20.94,0 days 16:04:00,UberBlack,Moyen,Mauvais,1
1330,163,1341,2023-04-22 20:53:44,45.29885535557014,17.13,0 days 13:32:00,UberPool,Faible,Mauvais,3
1331,438,575,2023-04-05 10:17:58,11.503211955442504,4.35,0 days 03:27:00,UberSUV,Faible,Mauvais,2
1332,146,172,2023-02-21 20:06:40,34.56252419715714,13.07,0 days 12:36:00,UberBlack,Moyen,,1
1333,305,921,2023-12-19 22:43:40,27.819262016380495,10.52,0 days 07:55:00,UberPool,Moyen,Mauvais,3
1334,154,1152,2023-07-27 12:50:35,54.79231073948706,20.72,0 days 10:27:00,UberX,Elevé,Moyen,1
1335,449,948,2023-05-23 08:19:37,70.36792416881036,26.61,0 days 19:36:00,UberPool,Elevé,Moyen,3
1336,423,725,2023-08-02 08:13:24,29.220802783365446,11.05,0 days 09:00:00,UberSUV,Moyen,Mauvais,3
1337,20,1138,2023-07-15 16:42:12,45.56329700971825,17.23,0 days 13:10:00,UberX,Elevé,,2
1338,492,893,2023-11-10 23:58:55,32.55276762563155,12.31,0 days 08:05:00,UberPool,Moyen,,2
1339,143,720,2023-01-19 13:24:58,68.9399392364106,26.07,1 days 01:49:00,UberX,Elevé,Bien,4
1340,363,930,2023-04-08 20:56:02,50.11169346106563,18.95,0 days 11:51:00,UberPool,Moyen,,3
1341,490,944,2023-10-08 06:41:29,9.334790391428056,3.53,0 days 02:32:00,UberBlack,Faible,Moyen,2
1342,196,717,2023-03-08 08:31:57,9.837229534309452,3.72,0 days 02:27:00,UberSUV,Faible,Bien,4
1343,59,1050,2023-05-05 14:22:22,73.11811737195063,27.65,0 days 17:57:00,UberBlack,Moyen,Mauvais,3
1344,334,1023,2023-05-12 09:39:01,33.21387176100181,12.56,0 days 06:19:00,UberBlack,Moyen,Bien,4
1345,96,188,2023-09-25 22:52:26,54.845199070316674,20.74,0 days 14:50:00,UberBlack,Faible,Mauvais,1
1346,31,1300,2023-01-07 01:49:18,6.716818015361831,2.54,0 days 02:15:00,UberSUV,Moyen,,4
1347,320,645,2023-12-19 19:56:10,16.078052572204697,6.08,0 days 04:45:00,UberPool,Moyen,,4
1348,180,787,2023-05-29 16:30:23,22.451096437173995,8.49,0 days 05:24:00,UberX,Moyen,Moyen,3
1349,269,1102,2023-11-01 00:06:32,20.1768982115003,7.63,0 days 04:23:00,UberSUV,Moyen,Bien,2
1350,18,1005,2023-03-06 13:13:56,27.39615536974353,10.36,0 days 09:16:00,UberX,Moyen,Moyen,4
1351,345,928,2023-07-14 03:36:09,54.07831827328718,20.45,0 days 13:41:00,UberPool,Moyen,Bien,4
1352,120,1004,2023-06-21 04:33:05,36.572280768682724,13.83,0 days 07:05:00,UberX,Faible,Moyen,3
1353,405,32,2023-01-17 13:02:15,53.25854914542806,20.14,0 days 12:10:00,UberX,Elevé,,4
1354,102,1499,2023-04-23 03:04:17,74.3081048156171,28.1,1 days 03:56:00,UberPool,Moyen,Bien,4
1355,413,387,2023-02-02 05:26:01,3.6757389926586392,1.39,0 days 00:42:00,UberSUV,Elevé,Moyen,4
1356,230,141,2023-04-05 01:00:04,67.24751264986274,25.43,0 days 19:55:00,UberBlack,Elevé,Bien,3
1357,69,161,2023-11-01 09:06:03,42.125555505792896,15.93,0 days 09:16:00,UberSUV,Faible,Mauvais,1
1358,260,195,2023-08-17 18:34:34,32.23543764065382,12.19,0 days 06:48:00,UberBlack,Moyen,Moyen,2
1359,371,1291,2023-09-06 10:38:10,37.94737737025286,14.35,0 days 07:52:00,UberPool,Elevé,Mauvais,1
1360,327,178,2023-02-27 10:10:12,37.471382392786275,14.17,0 days 09:49:00,UberSUV,Elevé,,4
1361,352,645,2023-05-07 22:59:32,26.364832918565927,9.97,0 days 07:12:00,UberPool,Elevé,,3
1362,183,921,2023-09-25 15:31:05,33.10809509934256,12.52,0 days 06:32:00,UberSUV,Faible,Bien,4
1363,238,1167,2023-03-15 23:30:59,6.716818015361831,2.54,0 days 01:26:00,UberX,Moyen,,3
1364,305,168,2023-09-11 23:56:25,72.06035075535823,27.25,0 days 20:01:00,UberBlack,Moyen,Mauvais,1
1365,242,516,2023-10-01 17:25:40,40.98845639295605,15.5,0 days 13:11:00,UberSUV,Moyen,Mauvais,1
1366,397,614,2023-01-08 18:17:50,44.452642062296206,16.81,0 days 09:50:00,UberX,Faible,Moyen,4
1367,99,280,2023-12-08 02:02:52,62.355342048122814,23.58,0 days 22:00:00,UberX,Elevé,Bien,3
1368,476,996,2023-08-09 02:45:39,3.2526323460216737,1.23,0 days 01:12:00,UberX,Faible,,2
1369,483,14,2023-10-22 21:32:16,76.68807970295003,29.0,1 days 04:12:00,UberSUV,Moyen,Bien,3
1370,216,1148,2023-06-16 07:53:56,23.191533068788683,8.77,0 days 06:12:00,UberBlack,Faible,,2
1371,93,106,2023-07-28 12:53:36,11.635432782516558,4.4,0 days 02:31:00,UberBlack,Faible,Mauvais,2
1372,71,231,2023-12-30 13:05:29,34.03364088886093,12.87,0 days 07:35:00,UberPool,Moyen,Moyen,1
1373,351,666,2023-11-17 16:36:44,76.74096803377965,29.02,0 days 19:58:00,UberX,Faible,,3
1374,119,118,2023-10-09 07:55:42,6.425932195798917,2.43,0 days 02:20:00,UberPool,Moyen,,2
1375,190,1158,2023-09-28 20:52:04,3.834403985147502,1.45,0 days 01:22:00,UberSUV,Moyen,Moyen,4
1376,142,1485,2023-04-20 02:01:55,45.007969536007224,17.02,0 days 14:18:00,UberX,Elevé,Bien,1
1377,184,224,2023-08-25 12:55:29,65.50219773248526,24.77,0 days 14:53:00,UberSUV,Elevé,Bien,1
1378,227,406,2023-06-22 09:09:05,12.666755233694161,4.79,0 days 02:31:00,UberSUV,Elevé,,3
1379,455,1336,2023-03-26 07:07:04,15.416948436834438,5.83,0 days 04:23:00,UberX,Faible,Mauvais,2
1380,8,155,2023-03-01 22:44:32,45.80129449845154,17.32,0 days 17:08:00,UberPool,Elevé,Mauvais,2
1381,255,931,2023-05-31 01:11:31,26.946604557691753,10.19,0 days 07:57:00,UberBlack,Faible,Mauvais,3
1382,184,129,2023-04-18 05:08:08,53.41721413791692,20.2,0 days 11:55:00,UberBlack,Moyen,Moyen,1
1383,206,1255,2023-03-18 17:19:55,38.396928182304634,14.52,0 days 10:27:00,UberPool,Moyen,,1
1384,244,1001,2023-11-01 03:49:05,11.10654947422035,4.2,0 days 03:04:00,UberPool,Faible,Moyen,2
1385,106,811,2023-07-06 23:40:41,61.35046376236003,23.2,0 days 21:30:00,UberBlack,Faible,Mauvais,1
1386,229,1288,2023-05-05 10:35:50,15.020285955612282,5.68,0 days 04:29:00,UberSUV,Faible,Bien,3
1387,4,643,2023-06-06 13:16:28,18.246474136219145,6.9,0 days 06:34:00,UberBlack,Elevé,Moyen,4
1388,115,1465,2023-02-22 18:03:01,16.05160840678989,6.07,0 days 04:35:00,UberBlack,Faible,Bien,2
1389,368,44,2023-08-21 23:20:01,11.529656120857316,4.36,0 days 04:03:00,UberBlack,Elevé,Moyen,4
1390,483,620,2023-02-24 16:21:41,60.92735711572306,23.04,0 days 16:59:00,UberX,Moyen,,3
1391,220,742,2023-03-09 22:02:26,70.92325164252138,26.82,1 days 01:47:00,UberPool,Moyen,,4
1392,337,1147,2023-01-03 09:24:45,20.996667339359423,7.94,0 days 05:46:00,UberSUV,Elevé,,1
1393,465,1330,2023-10-14 15:08:30,17.47959333918965,6.61,0 days 04:40:00,UberBlack,Elevé,Moyen,4
1394,216,559,2023-02-25 01:14:37,54.36920409285009,20.56,0 days 19:23:00,UberSUV,Faible,,2
1395,288,353,2023-03-10 02:21:32,27.739929520136066,10.49,0 days 09:16:00,UberX,Moyen,Moyen,3
1396,309,779,2023-09-15 19:23:09,36.51939243785311,13.81,0 days 10:20:00,UberSUV,Moyen,Mauvais,1
1397,78,697,2023-07-05 06:05:59,72.95945237946178,27.59,0 days 22:43:00,UberX,Faible,,4
1398,180,1393,2023-09-05 23:01:10,27.184602046425045,10.28,0 days 07:50:00,UberX,Moyen,Moyen,4
1399,56,1112,2023-10-02 21:30:15,74.25521648478748,28.08,1 days 01:13:00,UberPool,Faible,Bien,1
1400,302,595,2023-10-05 18:37:31,8.27702377483564,3.13,0 days 03:00:00,UberSUV,Faible,Mauvais,1
1401,373,1203,2023-10-05 06:49:12,51.80412004761349,19.59,0 days 16:26:00,UberX,Moyen,Mauvais,4
1402,353,583,2023-02-18 02:40:15,50.40257928062854,19.06,0 days 12:35:00,UberSUV,Elevé,Mauvais,4
1403,191,647,2023-05-01 09:42:14,78.93583376320892,29.85,0 days 22:49:00,UberX,Elevé,,4
1404,156,998,2023-10-01 09:48:41,58.044943085508734,21.95,0 days 17:49:00,UberSUV,Elevé,,1
1405,142,116,2023-02-11 01:16:21,17.84981165499699,6.75,0 days 03:37:00,UberX,Elevé,Mauvais,3
1406,428,135,2023-01-21 19:35:48,36.545836603267915,13.82,0 days 13:21:00,UberSUV,Moyen,Bien,3
1407,333,1344,2023-01-15 06:08:28,44.822860378103556,16.95,0 days 09:08:00,UberBlack,Moyen,Mauvais,4
1408,112,78,2023-02-14 02:44:30,62.91066952183384,23.79,0 days 18:41:00,UberSUV,Elevé,Mauvais,4
1409,328,229,2023-08-29 10:39:28,71.5050232816472,27.04,0 days 17:21:00,UberPool,Faible,,2
