ID_Client,Date_Inscription,Moyen_Paiement,Préférences,Evaluations_Chauffeurs,Préférences_Musique,Dépense_Totale,Nombre_Trajets,Compte_Vérifié
321,2018-11-29 02:53:06,Carte de Crédit,Standard,1.74,Jazz,937.67,23,False
322,2022-03-30 15:57:32,Espèces,Famille,3.69,Classique,937.67,23,True
323,2019-07-26 22:53:56,Espèces,Standard,2.55,Aucune,8072.09,198,True
324,2022-08-19 00:37:13,Carte de Crédit,Famille,2.12,Aucune,1386.12,34,True
325,2022-10-06 18:06:17,Espèces,Standard,4.36,Classique,4076.82,100,True
326,2019-09-05 03:33:23,PayPal,Famille,4.15,Jazz,7664.41,188,False
327,2022-11-18 00:29:35,PayPal,VIP,1.03,Aucune,1467.65,36,False
328,2018-09-05 21:31:08,Espèces,Eco,1.49,Pop,1386.12,34,False
329,2020-01-31 18:24:32,Carte de Crédit,VIP,4.43,Jazz,7501.34,184,True
330,2020-06-14 08:23:55,Espèces,Standard,2.57,Pop,1141.51,28,False
331,2021-02-01 13:39:03,Carte de Crédit,Standard,2.16,Classique,5626.01,138,True
332,2020-10-16 02:24:20,Carte de Crédit,Famille,3.79,Rock,2079.18,51,True
333,2019-11-19 16:39:52,Espèces,VIP,1.84,Hip-Hop,5014.48,123,True
334,2019-01-08 20:35:49,PayPal,Eco,1.85,Aucune,2813.0,69,True
335,2020-04-01 09:31:08,Carte de Crédit,Eco,3.89,Hip-Hop,40.77,1,True
336,2020-08-05 18:00:22,Carte de Crédit,Eco,3.91,Pop,3832.21,94,True
337,2019-11-01 11:30:21,Carte de Crédit,Eco,2.72,Hip-Hop,6155.99,151,True
338,2019-05-14 14:40:23,PayPal,Eco,5.0,Rock,6930.59,170,True
339,2019-12-03 08:02:50,PayPal,VIP,1.55,Rock,693.06,17,True
340,2021-03-08 03:29:34,Espèces,Standard,1.82,Rock,896.9,22,True
341,2020-02-15 09:55:27,PayPal,Famille,3.38,Classique,81.54,2,False
342,2020-07-11 00:20:25,Espèces,Standard,2.51,Hip-Hop,163.07,4,False
343,2018-09-18 15:32:36,PayPal,Famille,4.96,Hip-Hop,7379.04,181,True
344,2022-09-21 01:24:49,Espèces,Famille,4.01,Classique,1875.34,46,True
345,2018-07-21 12:28:12,Espèces,Famille,1.76,Pop,3587.6,88,False
346,2018-11-14 03:18:59,Espèces,Famille,4.98,Classique,7705.18,189,True
347,2020-03-04 08:32:48,PayPal,Standard,4.64,Hip-Hop,1059.97,26,True
348,2018-02-08 09:21:33,Espèces,Standard,3.26,Rock,3832.21,94,False
349,2020-03-16 07:57:17,PayPal,Standard,3.04,Aucune,856.13,21,True
350,2018-01-10 13:04:57,Espèces,Standard,3.43,Aucune,4525.27,111,False
351,2021-11-02 12:11:09,PayPal,Famille,3.9,Hip-Hop,1304.58,32,True
352,2020-02-13 00:33:02,Espèces,Eco,3.42,Aucune,6604.44,162,True
353,2021-08-04 06:00:57,PayPal,VIP,2.52,Rock,1019.2,25,True
354,2020-08-18 23:16:12,PayPal,Famille,2.23,Aucune,5014.48,123,True
355,2018-04-12 15:05:33,PayPal,Standard,4.41,Rock,407.68,10,False
356,2019-02-27 13:26:11,Espèces,Eco,2.55,Pop,3709.9,91,True
357,2018-08-26 08:17:48,Carte de Crédit,Eco,2.62,Hip-Hop,1386.12,34,True
358,2018-01-26 08:02:44,Carte de Crédit,Famille,2.47,Jazz,7745.95,190,False
359,2022-10-20 21:51:32,PayPal,Eco,3.03,Hip-Hop,1875.34,46,True
360,2018-07-13 20:37:37,Carte de Crédit,VIP,4.76,Classique,7827.49,192,True
361,2020-08-09 02:30:18,PayPal,VIP,4.18,Hip-Hop,6889.82,169,True
362,2020-12-15 13:04:55,PayPal,Eco,2.17,Jazz,6604.44,162,True
363,2018-03-31 17:38:39,PayPal,Eco,3.88,Jazz,6726.75,165,True
364,2020-12-04 08:14:07,Espèces,Standard,3.15,Pop,2283.02,56,False
365,2018-08-07 15:25:54,Espèces,Famille,1.19,Pop,7134.43,175,True
366,2022-05-30 07:53:38,Carte de Crédit,Eco,2.23,Classique,5218.32,128,True
367,2018-12-01 14:24:02,Carte de Crédit,Famille,1.89,Hip-Hop,2527.63,62,True
368,2021-01-22 12:32:16,Espèces,Famille,2.89,Jazz,4892.18,120,False
369,2018-01-10 00:35:06,Espèces,VIP,3.29,Pop,5952.15,146,True
370,2019-04-03 11:20:51,Carte de Crédit,Famille,1.2,Jazz,1467.65,36,False
371,2022-07-21 19:19:06,Carte de Crédit,Famille,3.68,Classique,5218.32,128,True
372,2021-09-17 14:01:47,Espèces,VIP,4.59,Rock,3220.68,79,True
373,2020-03-25 16:25:56,Espèces,VIP,1.94,Aucune,40.77,1,True
374,2021-05-06 01:59:39,Carte de Crédit,Eco,1.25,Pop,3669.13,90,True
375,2022-07-28 05:02:28,Espèces,VIP,3.36,Jazz,570.75,14,True
376,2020-01-27 22:26:17,Espèces,Standard,4.17,Hip-Hop,4239.89,104,False
377,2021-02-04 03:15:15,PayPal,Eco,2.67,Hip-Hop,2649.93,65,True
378,2021-02-25 03:23:16,PayPal,Standard,1.27,Aucune,4892.18,120,True
379,2019-01-16 08:33:18,PayPal,Eco,3.44,Classique,2894.54,71,True
380,2019-04-20 17:44:49,Carte de Crédit,Famille,1.94,Classique,366.91,9,False
381,2018-05-10 16:07:29,PayPal,Standard,4.29,Jazz,1712.26,42,False
382,2022-04-04 22:09:31,PayPal,VIP,3.97,Pop,1834.57,45,True
383,2020-01-13 19:50:53,PayPal,Standard,1.16,Jazz,4117.58,101,False
384,2020-11-05 00:31:28,Espèces,VIP,2.63,Hip-Hop,6359.83,156,True
385,2020-01-18 07:44:24,PayPal,VIP,3.58,Jazz,6522.9,160,False
386,2019-06-16 03:07:11,Carte de Crédit,Standard,4.28,Pop,6033.69,148,True
387,2022-04-19 22:55:34,Carte de Crédit,Eco,2.88,Rock,7256.73,178,True
388,2019-06-19 03:38:49,Carte de Crédit,VIP,2.79,Hip-Hop,7256.73,178,False
389,2020-04-02 21:30:42,Carte de Crédit,Eco,1.48,Rock,1956.87,48,True
390,2020-02-12 23:42:49,Espèces,Famille,3.97,Hip-Hop,5585.24,137,False
391,2019-09-27 20:19:35,PayPal,VIP,1.42,Aucune,3872.97,95,True
392,2020-06-30 02:01:56,PayPal,Famille,3.06,Jazz,1589.96,39,True
393,2022-01-26 07:42:13,Espèces,VIP,3.4,Aucune,7338.27,180,True
394,2022-02-07 12:35:57,Carte de Crédit,Famille,3.12,Classique,2527.63,62,True
395,2018-11-15 06:16:29,Carte de Crédit,Standard,3.54,Hip-Hop,2568.39,63,True
396,2020-06-07 13:31:35,Espèces,VIP,1.42,Classique,4729.11,116,True
397,2019-08-26 20:36:18,PayPal,Eco,4.54,Classique,5666.77,139,True
398,2021-09-22 13:02:17,Carte de Crédit,Standard,4.1,Pop,1304.58,32,True
399,2018-07-16 18:40:00,Espèces,Famille,4.05,Pop,611.52,15,True
400,2019-03-07 08:15:00,PayPal,Standard,3.48,Classique,6685.98,164,False
401,2018-04-13 08:46:48,PayPal,Eco,2.62,Pop,3791.44,93,True
402,2021-06-10 02:07:55,PayPal,VIP,2.55,Jazz,3872.97,95,False
403,2019-06-25 17:01:29,Espèces,Eco,4.72,Hip-Hop,4932.95,121,False
404,2020-09-25 13:33:42,PayPal,Standard,4.27,Aucune,4647.57,114,False
405,2020-05-14 17:14:53,Espèces,Eco,4.89,Classique,7012.12,172,True
406,2018-08-21 17:39:32,PayPal,Eco,1.54,Hip-Hop,4280.66,105,False
407,2018-01-27 22:23:38,Carte de Crédit,Famille,2.82,Pop,1753.03,43,False
408,2022-11-28 08:52:00,Espèces,Eco,3.14,Classique,5096.02,125,True
409,2021-07-25 15:34:19,Espèces,Eco,4.78,Pop,7256.73,178,True
410,2020-09-20 00:52:54,PayPal,Standard,2.59,Aucune,3995.28,98,True
411,2022-02-19 17:17:03,Carte de Crédit,Eco,3.2,Hip-Hop,4362.19,107,True
412,2021-10-08 06:24:42,PayPal,Eco,1.38,Aucune,6726.75,165,True
413,2019-04-01 05:49:42,Espèces,Standard,3.04,Hip-Hop,1589.96,39,True
414,2020-06-16 00:28:32,Carte de Crédit,Famille,2.74,Jazz,2894.54,71,True
415,2022-04-09 10:13:11,PayPal,Eco,2.1,Jazz,7215.96,177,False
416,2020-02-20 15:39:23,Espèces,VIP,2.35,Aucune,978.44,24,True
417,2021-05-29 11:09:34,Espèces,VIP,1.38,Pop,6115.22,150,True
418,2018-03-23 07:33:29,PayPal,Famille,3.49,Jazz,7215.96,177,True
419,2019-03-17 08:33:08,Espèces,VIP,1.07,Jazz,1100.74,27,True
420,2021-04-20 18:21:45,PayPal,Eco,1.22,Classique,4729.11,116,True
421,2018-09-13 08:39:21,Espèces,VIP,2.28,Hip-Hop,3098.38,76,False
422,2022-06-07 01:03:11,PayPal,Standard,2.11,Hip-Hop,2283.02,56,False
423,2019-10-18 10:29:36,PayPal,VIP,2.83,Rock,1589.96,39,True
424,2019-07-27 23:53:42,Carte de Crédit,Eco,3.85,Classique,5870.61,144,False
425,2021-07-01 10:57:44,Carte de Crédit,Standard,3.85,Hip-Hop,733.83,18,True
426,2022-03-09 08:16:26,PayPal,VIP,3.22,Aucune,1875.34,46,True
427,2022-12-10 22:49:12,PayPal,Standard,1.38,Aucune,4769.87,117,True
428,2019-12-23 20:51:14,Carte de Crédit,Famille,3.47,Jazz,5259.09,129,True
429,2019-10-08 13:06:22,Carte de Crédit,Eco,2.79,Aucune,4973.71,122,True
430,2021-04-02 18:33:38,PayPal,Standard,2.56,Pop,2976.08,73,True
431,2021-01-09 19:35:15,Carte de Crédit,Famille,1.34,Hip-Hop,4566.03,112,True
432,2022-08-01 20:55:40,PayPal,VIP,1.18,Pop,4484.5,110,True
433,2021-12-28 02:29:27,Carte de Crédit,Famille,2.1,Hip-Hop,6767.51,166,False
434,2021-08-15 00:01:19,PayPal,Eco,2.43,Aucune,2038.41,50,True
435,2021-10-31 11:59:19,Carte de Crédit,Eco,2.35,Pop,3587.6,88,False
436,2018-10-16 01:46:39,Carte de Crédit,Famille,4.54,Jazz,6196.76,152,True
437,2021-12-21 10:50:29,Carte de Crédit,Famille,1.07,Rock,1263.81,31,True
438,2019-08-26 07:55:20,PayPal,Famille,1.56,Aucune,7419.8,182,False
439,2018-05-22 14:47:23,Espèces,Famille,2.1,Pop,7582.88,186,True
440,2022-04-18 05:53:52,Espèces,Famille,4.48,Rock,6522.9,160,False
441,2019-07-02 11:04:15,Carte de Crédit,Standard,4.64,Hip-Hop,5055.25,124,False
442,2020-12-24 21:47:35,Carte de Crédit,Famille,3.0,Aucune,2813.0,69,True
443,2019-08-10 02:18:53,Carte de Crédit,Eco,2.65,Aucune,2242.25,55,True
444,2021-10-23 12:29:33,Espèces,Eco,2.0,Rock,366.91,9,True
445,2021-05-12 20:01:49,PayPal,Famille,3.39,Aucune,244.61,6,True
446,2021-12-13 21:46:45,PayPal,VIP,3.89,Aucune,4239.89,104,True
447,2019-04-28 06:51:06,Carte de Crédit,VIP,2.21,Hip-Hop,5340.63,131,True
448,2020-09-28 02:43:55,PayPal,VIP,3.04,Aucune,2486.86,61,True
449,2021-01-17 11:33:30,Carte de Crédit,Eco,4.16,Pop,4810.64,118,True
450,2022-03-20 11:12:53,PayPal,Eco,1.27,Classique,2935.31,72,False
451,2019-07-04 18:40:35,Espèces,Eco,1.36,Hip-Hop,6849.05,168,False
452,2022-08-08 03:10:52,PayPal,VIP,2.27,Rock,2649.93,65,False
453,2018-11-01 20:03:10,Espèces,Standard,1.31,Aucune,6645.21,163,True
454,2022-07-29 01:11:55,Espèces,Famille,4.86,Pop,7134.43,175,True
455,2019-09-04 07:12:08,Espèces,VIP,4.54,Jazz,448.45,11,True
456,2018-12-01 00:38:37,Carte de Crédit,Eco,1.02,Hip-Hop,4525.27,111,True
457,2020-12-14 17:52:06,Carte de Crédit,VIP,1.95,Rock,7379.04,181,True
458,2022-11-17 17:29:33,Carte de Crédit,VIP,1.98,Jazz,1223.04,30,True
459,2019-06-20 02:21:13,Espèces,Famille,2.12,Jazz,326.15,8,True
460,2018-08-31 23:59:50,Espèces,VIP,4.07,Aucune,3465.29,85,True
461,2022-12-05 07:47:03,Carte de Crédit,VIP,1.64,Classique,5381.4,132,True
462,2021-04-03 16:36:15,PayPal,Eco,3.73,Rock,4158.35,102,True
463,2019-10-29 23:08:48,PayPal,VIP,3.87,Jazz,3302.22,81,True
464,2021-07-27 14:19:59,Carte de Crédit,Famille,2.9,Hip-Hop,7460.57,183,False
465,2019-04-23 09:36:59,Espèces,VIP,4.29,Aucune,6808.28,167,False
466,2020-05-25 00:13:12,Espèces,Famille,3.38,Jazz,1059.97,26,True
467,2018-07-04 03:15:45,PayPal,Eco,2.85,Pop,1793.8,44,True
468,2018-11-07 19:27:18,Carte de Crédit,Famille,3.09,Classique,5055.25,124,False
469,2021-02-20 06:16:53,Espèces,VIP,1.37,Rock,4484.5,110,False
470,2019-07-31 07:05:45,Carte de Crédit,Standard,2.66,Aucune,4729.11,116,True
471,2022-04-28 03:44:47,PayPal,Eco,4.78,Rock,3302.22,81,False
472,2020-07-27 08:04:23,PayPal,Eco,1.77,Rock,7338.27,180,False
473,2019-08-19 04:40:23,PayPal,Standard,4.24,Hip-Hop,4158.35,102,True
474,2022-09-09 13:52:12,Espèces,VIP,1.15,Hip-Hop,5952.15,146,True
475,2020-05-27 01:44:45,Carte de Crédit,Standard,4.31,Aucune,5666.77,139,True
476,2019-12-05 14:50:23,Carte de Crédit,Standard,1.59,Rock,2853.77,70,True
477,2021-06-29 09:37:27,PayPal,VIP,2.36,Classique,5911.38,145,True
478,2021-09-15 14:53:42,PayPal,Famille,2.26,Aucune,7827.49,192,False
479,2020-12-02 11:31:51,Espèces,Standard,4.42,Hip-Hop,3750.67,92,True
480,2021-10-21 07:18:28,Espèces,VIP,1.42,Jazz,1100.74,27,False
481,2018-06-22 11:37:52,Espèces,VIP,2.64,Hip-Hop,6033.69,148,True
482,2020-08-13 00:42:46,Carte de Crédit,VIP,4.66,Jazz,5992.92,147,True
483,2019-05-02 16:17:40,PayPal,VIP,2.2,Aucune,6889.82,169,True
484,2021-01-11 15:34:25,Carte de Crédit,Famille,4.07,Pop,1997.64,49,True
485,2018-11-22 00:51:08,Espèces,VIP,3.06,Jazz,7705.18,189,False
486,2019-04-20 19:50:42,Espèces,Eco,2.26,Rock,7175.2,176,False
487,2021-02-23 10:52:13,PayPal,Eco,1.12,Pop,3098.38,76,True
488,2021-02-10 15:17:06,PayPal,Eco,1.93,Pop,7745.95,190,True
489,2020-06-30 04:31:00,Espèces,Standard,1.82,Hip-Hop,6441.37,158,True
490,2021-07-16 17:49:27,Carte de Crédit,VIP,2.82,Pop,6522.9,160,True
491,2021-12-31 00:29:32,Espèces,Famille,1.03,Pop,7745.95,190,True
492,2018-11-12 10:11:22,PayPal,Eco,4.59,Hip-Hop,3016.84,74,True
493,2019-04-11 17:17:48,PayPal,Famille,1.17,Jazz,5544.47,136,True
494,2021-08-10 08:25:02,Carte de Crédit,VIP,1.88,Jazz,2486.86,61,False
495,2019-09-06 04:15:02,Espèces,Eco,4.25,Pop,6563.67,161,False
496,2020-02-26 02:32:03,Espèces,Famille,2.15,Hip-Hop,7012.12,172,True
497,2018-09-19 20:08:27,Espèces,VIP,4.04,Pop,4851.41,119,True
498,2018-01-15 12:00:07,Carte de Crédit,Standard,4.43,Hip-Hop,7745.95,190,True
499,2019-05-05 21:17:23,Espèces,Standard,3.31,Pop,7582.88,186,False
500,2018-09-03 21:58:11,Carte de Crédit,Standard,3.89,Classique,2119.94,52,True
501,2020-03-26 00:44:38,Espèces,Standard,4.05,Jazz,3628.37,89,True
502,2019-09-08 11:16:07,Espèces,Eco,2.06,Rock,6074.46,149,False
503,2020-12-18 06:53:38,PayPal,Eco,3.34,Aucune,7664.41,188,True
504,2020-11-13 19:33:13,Espèces,Standard,3.62,Rock,3383.76,83,True
505,2020-09-28 11:44:20,Carte de Crédit,Standard,2.76,Pop,5911.38,145,True
506,2022-05-29 06:43:54,PayPal,Eco,2.91,Rock,4932.95,121,True
507,2021-05-09 22:53:37,Espèces,Standard,2.67,Classique,3954.51,97,True
508,2022-06-26 17:48:36,PayPal,Standard,2.79,Rock,2813.0,69,True
509,2018-10-10 01:00:44,Carte de Crédit,Standard,1.15,Classique,2568.39,63,True
510,2019-01-21 09:49:01,PayPal,VIP,1.6,Aucune,2283.02,56,True
511,2018-12-12 10:18:51,PayPal,VIP,4.83,Rock,5707.54,140,True
512,2022-10-28 09:36:26,PayPal,Famille,4.84,Jazz,1059.97,26,True
513,2021-05-06 02:22:08,PayPal,Famille,3.52,Rock,1059.97,26,False
514,2020-03-13 00:16:08,Espèces,Standard,4.18,Hip-Hop,7175.2,176,False
515,2018-06-24 02:49:23,Carte de Crédit,VIP,2.63,Hip-Hop,2813.0,69,False
516,2022-04-29 08:08:17,Espèces,Eco,1.68,Aucune,3709.9,91,True
517,2020-10-25 02:29:53,PayPal,Standard,1.47,Rock,0.0,0,False
518,2021-08-29 12:15:17,Carte de Crédit,Standard,1.43,Classique,7175.2,176,True
519,2021-05-25 06:29:01,Espèces,Famille,2.57,Classique,6196.76,152,True
520,2020-04-17 08:20:55,Carte de Crédit,Standard,4.11,Jazz,1793.8,44,True
521,2020-12-10 00:23:47,Espèces,Famille,4.87,Pop,4484.5,110,True
522,2021-02-26 07:49:12,Carte de Crédit,VIP,3.68,Hip-Hop,5911.38,145,True
523,2019-08-01 08:01:43,Espèces,Famille,1.13,Rock,1589.96,39,True
524,2020-04-09 06:07:43,Carte de Crédit,Famille,2.03,Jazz,2242.25,55,True
525,2020-10-11 10:30:00,Carte de Crédit,VIP,4.82,Hip-Hop,4158.35,102,True
526,2019-02-12 06:04:23,Carte de Crédit,Eco,4.43,Rock,7745.95,190,False
527,2022-08-23 01:30:01,Espèces,Standard,2.8,Classique,3424.53,84,True
528,2022-12-30 08:34:11,Espèces,Standard,4.94,Jazz,5585.24,137,True
529,2021-09-13 22:30:02,Espèces,Eco,3.69,Pop,2690.7,66,False
530,2021-01-15 12:08:42,Carte de Crédit,Eco,2.48,Pop,3506.06,86,True
531,2019-10-20 13:45:34,PayPal,VIP,1.13,Aucune,7827.49,192,True
532,2022-11-28 03:54:09,PayPal,Standard,3.69,Rock,3750.67,92,False
533,2020-06-21 06:22:16,PayPal,Famille,3.95,Aucune,448.45,11,True
534,2020-11-23 16:31:18,Carte de Crédit,Famille,3.53,Hip-Hop,4932.95,121,True
535,2020-11-23 08:26:41,Carte de Crédit,Eco,3.7,Aucune,5870.61,144,True
536,2019-11-04 10:27:33,Carte de Crédit,Eco,2.38,Hip-Hop,5218.32,128,True
537,2021-02-05 18:26:19,Espèces,Standard,1.27,Rock,5789.08,142,True
538,2020-05-03 02:25:02,Carte de Crédit,Famille,3.94,Hip-Hop,2364.55,58,True
539,2021-10-16 10:19:59,Espèces,VIP,4.25,Hip-Hop,1997.64,49,True
540,2020-11-08 10:58:43,Carte de Crédit,VIP,4.44,Pop,7012.12,172,True
541,2021-07-04 18:25:28,PayPal,Standard,4.57,Jazz,2446.09,60,False
542,2018-07-12 19:16:20,Carte de Crédit,VIP,4.68,Classique,3913.74,96,True
543,2019-07-01 00:40:43,Carte de Crédit,Famille,2.21,Jazz,1997.64,49,False
544,2018-10-30 17:53:39,Carte de Crédit,Eco,4.41,Pop,3954.51,97,True
545,2020-05-17 13:36:43,PayPal,Eco,1.25,Pop,5748.31,141,True
546,2018-05-30 10:11:24,Espèces,Famille,4.37,Aucune,326.15,8,False
547,2019-04-07 00:05:07,Carte de Crédit,VIP,3.5,Pop,5992.92,147,False
548,2018-12-15 21:07:26,Espèces,Standard,2.38,Hip-Hop,3791.44,93,True
549,2021-03-03 02:43:03,Carte de Crédit,Eco,4.54,Aucune,3791.44,93,True
550,2019-09-11 12:09:20,Espèces,Standard,2.84,Pop,7990.56,196,True
551,2022-02-22 08:10:21,Espèces,Standard,1.68,Pop,4076.82,100,True
552,2018-12-09 14:48:14,Carte de Crédit,Standard,1.74,Jazz,1671.49,41,True
553,2022-08-14 14:14:35,PayPal,Standard,1.92,Classique,7827.49,192,False
554,2019-12-23 11:00:43,Espèces,VIP,2.04,Pop,5014.48,123,True
555,2018-10-07 07:08:59,Espèces,VIP,2.56,Classique,733.83,18,True
556,2018-02-26 04:44:17,Carte de Crédit,Standard,4.0,Hip-Hop,6074.46,149,False
557,2018-03-03 20:58:15,Espèces,Standard,1.35,Aucune,7419.8,182,False
558,2019-10-07 13:22:08,PayPal,Standard,2.53,Rock,733.83,18,True
559,2020-08-22 00:51:36,PayPal,VIP,2.93,Aucune,7705.18,189,True
560,2022-06-28 19:33:38,Espèces,Eco,3.3,Jazz,163.07,4,False
561,2022-03-07 00:06:20,PayPal,Standard,3.94,Pop,1467.65,36,True
562,2021-02-23 22:49:56,Carte de Crédit,Standard,2.52,Hip-Hop,7868.25,193,True
563,2018-01-03 11:48:09,Espèces,VIP,1.08,Pop,8112.86,199,False
564,2020-04-16 05:19:13,Espèces,Famille,2.19,Hip-Hop,1100.74,27,True
565,2022-02-09 20:55:32,Espèces,Standard,3.23,Jazz,6441.37,158,True
566,2021-04-28 19:00:16,PayPal,VIP,4.33,Jazz,4932.95,121,True
567,2022-05-24 04:46:19,PayPal,VIP,4.01,Pop,4402.96,108,True
568,2021-05-27 08:45:33,Espèces,Eco,2.54,Classique,5666.77,139,True
569,2019-12-23 11:07:15,Espèces,Eco,3.57,Rock,4851.41,119,True
570,2022-08-03 17:39:50,Carte de Crédit,Famille,3.52,Classique,7215.96,177,True
571,2020-11-29 19:11:21,Carte de Crédit,Famille,4.42,Rock,5381.4,132,False
572,2020-06-29 09:27:12,Espèces,VIP,4.27,Jazz,1508.42,37,True
573,2019-04-05 06:56:42,Espèces,Famille,4.85,Pop,1467.65,36,False
574,2018-02-07 09:31:14,Espèces,Famille,2.6,Aucune,5829.85,143,True
575,2022-05-08 00:40:31,Espèces,Eco,2.52,Hip-Hop,1304.58,32,True
576,2022-06-27 05:34:07,PayPal,VIP,2.18,Rock,7175.2,176,False
577,2018-03-21 01:04:56,Carte de Crédit,VIP,3.93,Jazz,2649.93,65,True
578,2018-08-15 10:11:17,PayPal,VIP,5.0,Pop,2976.08,73,True
579,2021-02-25 19:03:12,Espèces,Famille,4.11,Pop,4443.73,109,True
580,2021-11-27 03:06:53,PayPal,Eco,4.9,Rock,6115.22,150,True
581,2019-09-24 11:15:32,Carte de Crédit,VIP,3.7,Hip-Hop,5626.01,138,False
582,2020-06-27 13:32:07,PayPal,Standard,2.39,Hip-Hop,407.68,10,True
583,2022-10-18 17:50:19,Carte de Crédit,Famille,4.14,Pop,1956.87,48,True
584,2019-06-21 19:14:03,PayPal,Standard,3.46,Pop,1059.97,26,True
585,2019-08-16 15:30:12,Carte de Crédit,Eco,1.13,Pop,1834.57,45,True
586,2022-02-06 18:22:11,PayPal,Eco,4.84,Rock,1671.49,41,False
587,2020-10-14 10:42:17,PayPal,Famille,4.58,Pop,366.91,9,False
588,2018-08-22 09:20:42,Espèces,Standard,4.86,Rock,5136.79,126,False
589,2021-09-22 17:08:24,Carte de Crédit,Eco,4.17,Jazz,3669.13,90,True
590,2020-10-30 15:34:13,Espèces,VIP,1.15,Pop,611.52,15,False
591,2019-02-15 17:51:35,PayPal,Eco,2.26,Classique,4892.18,120,True
592,2018-08-11 18:34:06,PayPal,Eco,1.35,Pop,3872.97,95,False
593,2022-09-18 00:12:30,Espèces,Famille,1.37,Aucune,2935.31,72,True
594,2022-04-21 10:51:19,PayPal,VIP,1.86,Classique,1793.8,44,True
595,2020-05-25 06:40:14,Carte de Crédit,Standard,4.26,Jazz,2853.77,70,True
596,2020-03-04 03:03:13,Espèces,VIP,3.4,Rock,81.54,2,True
597,2021-06-01 03:15:48,Carte de Crédit,Famille,3.68,Jazz,7134.43,175,True
598,2022-02-16 02:29:14,Espèces,Famille,1.89,Pop,6155.99,151,True
599,2018-12-13 01:13:05,PayPal,Eco,1.37,Rock,3750.67,92,False
600,2018-10-17 17:50:39,Espèces,Eco,1.45,Aucune,1426.89,35,True
601,2018-01-08 03:17:25,Espèces,VIP,2.37,Jazz,5259.09,129,True
602,2018-04-08 02:03:27,Espèces,Standard,3.57,Jazz,3995.28,98,True
603,2018-10-27 09:31:02,Carte de Crédit,VIP,3.4,Rock,7745.95,190,True
604,2022-11-20 06:50:46,Espèces,Standard,3.16,Hip-Hop,244.61,6,False
605,2022-04-06 16:40:20,Espèces,Eco,2.25,Classique,5136.79,126,True
606,2022-03-27 17:16:56,Espèces,Standard,4.01,Pop,8112.86,199,False
607,2018-11-02 07:33:49,Carte de Crédit,Eco,1.13,Pop,407.68,10,True
608,2019-10-12 04:53:41,PayPal,VIP,1.95,Aucune,8031.33,197,False
609,2018-02-02 21:02:57,Espèces,Famille,4.71,Jazz,6033.69,148,False
610,2021-09-01 15:06:13,PayPal,Famille,1.65,Aucune,1223.04,30,True
611,2019-02-05 20:39:12,PayPal,VIP,4.34,Hip-Hop,2813.0,69,True
612,2021-11-19 01:15:40,PayPal,Standard,2.65,Hip-Hop,4851.41,119,True
613,2020-08-26 07:32:48,PayPal,Eco,4.17,Aucune,7379.04,181,False
614,2020-07-25 21:56:45,Espèces,Famille,4.88,Aucune,366.91,9,True
615,2022-03-08 01:02:40,Carte de Crédit,VIP,2.03,Aucune,2446.09,60,True
616,2020-02-16 16:17:20,Espèces,Famille,4.94,Jazz,2690.7,66,False
617,2018-06-28 04:56:21,Espèces,Famille,2.1,Pop,6278.3,154,True
618,2018-01-18 20:28:06,PayPal,Famille,3.6,Pop,978.44,24,True
619,2020-02-01 14:50:15,PayPal,Famille,2.75,Jazz,6033.69,148,True
620,2018-03-08 12:02:43,Carte de Crédit,Eco,3.7,Jazz,1753.03,43,True
621,2018-03-26 07:36:10,Carte de Crédit,Eco,3.42,Classique,3913.74,96,True
622,2022-10-19 12:47:02,PayPal,VIP,4.19,Rock,1386.12,34,False
623,2022-07-26 10:27:59,Carte de Crédit,VIP,4.53,Rock,6889.82,169,True
624,2022-12-26 14:55:24,Carte de Crédit,Standard,4.05,Hip-Hop,7990.56,196,True
625,2022-04-10 06:48:16,Espèces,Eco,4.73,Hip-Hop,366.91,9,True
626,2018-02-23 02:45:25,Espèces,Standard,1.56,Classique,1630.73,40,True
627,2022-09-27 17:22:00,PayPal,Standard,4.58,Rock,5422.16,133,False
628,2021-01-05 17:03:49,Espèces,Standard,3.13,Classique,7052.89,173,True
629,2019-09-01 14:49:09,Espèces,Eco,1.56,Jazz,7542.11,185,False
630,2020-05-21 23:41:52,PayPal,Standard,4.94,Pop,1019.2,25,True
631,2021-09-27 00:12:10,Espèces,Eco,4.49,Classique,896.9,22,False
632,2020-07-10 01:03:37,Carte de Crédit,Eco,1.62,Aucune,4117.58,101,True
633,2022-12-07 22:00:25,Espèces,Famille,3.21,Pop,4443.73,109,True
634,2018-12-29 13:10:47,Espèces,Famille,4.79,Rock,6889.82,169,True
635,2021-01-11 16:34:34,PayPal,Eco,1.07,Hip-Hop,1753.03,43,True
636,2019-09-22 00:16:30,PayPal,Famille,3.95,Hip-Hop,8031.33,197,True
637,2020-04-23 16:21:15,Carte de Crédit,Famille,1.37,Rock,6767.51,166,True
638,2019-04-15 16:41:53,PayPal,Eco,3.27,Classique,7990.56,196,True
639,2018-12-21 16:51:04,Carte de Crédit,Eco,1.29,Hip-Hop,7052.89,173,False
640,2019-02-13 04:16:55,Carte de Crédit,Famille,2.93,Classique,5096.02,125,True
641,2018-03-05 15:25:32,Espèces,VIP,2.63,Aucune,326.15,8,True
